TimeStamp,sleep_stage,sleep_stage_int,confidence,epoch
11635.5196,N2,2,0.7079544988808371,387
11665.5196,N2,2,0.6416155279509267,388
11695.5196,N2,2,0.6872692285702062,389
11725.5196,W,0,0.4756903901596585,390
11755.5196,N2,2,0.5468812697160647,391
11785.5196,N2,2,0.5551097419981708,392
11815.5196,N2,2,0.5800520181681844,393
11845.5196,N2,2,0.493397223712743,394
11875.5196,W,0,0.5756397385918824,395
11905.5196,W,0,0.5272562500744375,396
11935.5196,N3,3,0.40134138454647733,397
11965.5196,N2,2,0.4102039487465638,398
11995.5196,W,0,0.6144997147918588,399
12025.5196,N3,3,0.3936465593513604,400
12055.5196,W,0,0.3762972559265344,401
12085.5196,N2,2,0.640722220025538,402
12115.5196,N3,3,0.5596411494868554,403
12145.5196,N3,3,0.7062822916951678,404
12175.5196,N3,3,0.828380071690066,405
12205.5196,N3,3,0.7411670245637798,406
12235.5196,N3,3,0.7765951304766456,407
12265.5196,N3,3,0.6781753650346235,408
12295.5196,N3,3,0.8064796156965389,409
12325.5196,N3,3,0.8499876523307249,410
12355.5196,N3,3,0.7576035743172119,411
12385.5196,N3,3,0.8543754082914778,412
12415.5196,N3,3,0.8797588029561102,413
12445.5196,N3,3,0.80563845372697,414
12475.5196,N3,3,0.6583694869814155,415
12505.5196,N3,3,0.8090588705328494,416
12535.5196,N3,3,0.7395389422207005,417
12565.5196,N3,3,0.7158020053355822,418
12595.5196,N3,3,0.8424753923543706,419
12625.5196,N3,3,0.8752958478071924,420
12655.5196,N3,3,0.7391255054284726,421
12685.5196,N3,3,0.7304685438828001,422
12715.5196,N3,3,0.7501269299462289,423
12745.5196,N3,3,0.8128182597710804,424
12775.5196,N3,3,0.5882241725291381,425
12805.5196,N3,3,0.7542755459597169,426
12835.5196,N3,3,0.8296491798473538,427
12865.5196,N3,3,0.9278280768716027,428
12895.5196,N3,3,0.8311305750547318,429
12925.5196,N3,3,0.8925574975093309,430
12955.5196,N3,3,0.9072649182117046,431
12985.5196,N3,3,0.839734716486906,432
13015.5196,N3,3,0.8179505434900037,433
13045.5196,N3,3,0.9228913662188993,434
13075.5196,N3,3,0.9206424730248932,435
13105.5196,N3,3,0.9333665021726768,436
13135.5196,N3,3,0.8478641155703959,437
13165.5196,N3,3,0.8550209413295502,438
13195.5196,N3,3,0.5889674150461257,439
13225.5196,N3,3,0.7665856873677559,440
13255.5196,N3,3,0.8010467545546959,441
13285.5196,N3,3,0.7765774997368112,442
13315.5196,N3,3,0.8742666434389116,443
13345.5196,N3,3,0.8726763168212698,444
13375.5196,W,0,0.8525819772339333,445
13405.5196,W,0,0.7194730007154307,446
13435.5196,W,0,0.8493885060189372,447
13465.5196,W,0,0.791254676138807,448
13495.5196,W,0,0.6338282582945864,449
13525.5196,W,0,0.4132041490046988,450
13555.5196,W,0,0.9427134135261428,451
13585.5196,W,0,0.4823355740332924,452
13615.5196,N2,2,0.3533626209809569,453
13645.5196,N2,2,0.28705383316672983,454
13675.5196,N2,2,0.4336422646826816,455
13705.5196,N2,2,0.7640762615595131,456
13735.5196,N2,2,0.6129596451913423,457
13765.5196,N2,2,0.7622014661752802,458
13795.5196,N2,2,0.9172394659841208,459
13825.5196,N2,2,0.9345095181573795,460
13855.5196,N2,2,0.9244136553336174,461
13885.5196,N2,2,0.8780224500301544,462
13915.5196,N2,2,0.8892793908335508,463
13945.5196,N2,2,0.8653588549685671,464
13975.5196,N2,2,0.8578263199315292,465
14005.5196,N2,2,0.8990120718114,466
14035.5196,N2,2,0.8248233771094151,467
14065.5196,N2,2,0.8183679424260387,468
14095.5196,N2,2,0.8480246648945396,469
14125.5196,N2,2,0.6241586566219307,470
14155.5196,N2,2,0.6252797291598365,471
14185.5196,N3,3,0.5234986558538457,472
14215.5196,N3,3,0.7095344203172759,473
14245.5196,N3,3,0.694014825510194,474
14275.5196,N3,3,0.8345346846743525,475
14305.5196,N3,3,0.882208899758383,476
14335.5196,N3,3,0.8131508508311271,477
14365.5196,N3,3,0.8780560721325383,478
14395.5196,N3,3,0.8475655380033886,479
14425.5196,N3,3,0.901463853373504,480
14455.5196,N3,3,0.9403163221906595,481
14485.5196,N3,3,0.8548761954343478,482
14515.5196,N3,3,0.9246403323701559,483
14545.5196,N3,3,0.9011740530493553,484
14575.5196,N3,3,0.9447801035874938,485
14605.5196,N3,3,0.8735778144520313,486
14635.5196,N3,3,0.8763685255796797,487
14665.5196,N3,3,0.8591057445387962,488
14695.5196,N3,3,0.8786941929035204,489
14725.5196,N3,3,0.8585630051267441,490
14755.5196,N3,3,0.8252762515854858,491
14785.5196,N3,3,0.8965244789950079,492
14815.5196,N3,3,0.8973856994353913,493
14845.5196,N3,3,0.8605395580512816,494
14875.5196,N3,3,0.8886385791191402,495
14905.5196,N3,3,0.9085676672707713,496
14935.5196,N3,3,0.9068792195677089,497
14965.5196,N3,3,0.8964527130524452,498
14995.5196,N3,3,0.9119176110354518,499
15025.5196,N3,3,0.904769840181392,500
15055.5196,N3,3,0.8784845473169707,501
15085.5196,N3,3,0.8818404148595563,502
15115.5196,N3,3,0.93409820876063,503
15145.5196,N2,2,0.5141117718628396,504
15175.5196,N2,2,0.5378535211725828,505
15205.5196,N2,2,0.6548234773735991,506
15235.5196,N2,2,0.7555786720679047,507
15265.5196,N2,2,0.8196048963666503,508
15295.5196,N2,2,0.47694215139001117,509
15325.5196,N2,2,0.7115093744786961,510
15355.5196,N2,2,0.7108132673458533,511
15385.5196,N2,2,0.7947498489674829,512
15415.5196,N2,2,0.7907970619391878,513
15445.5196,N2,2,0.5139516720304118,514
15475.5196,N2,2,0.49830045616446994,515
15505.5196,R,4,0.7153812410861697,516
15535.5196,R,4,0.7790756488775292,517
15565.5196,R,4,0.8066955772125034,518
15595.5196,R,4,0.8203873441460227,519
15625.5196,R,4,0.8899829785779657,520
15655.5196,R,4,0.8313326787794806,521
15685.5196,R,4,0.6956067478862322,522
15715.5196,R,4,0.6675126309756674,523
15745.5196,R,4,0.7978350391984679,524
15775.5196,R,4,0.7653751483237443,525
15805.5196,R,4,0.8543226392190336,526
15835.5196,R,4,0.8296911730361064,527
15865.5196,R,4,0.7443471849659188,528
15895.5196,R,4,0.7193301934710317,529
15925.5196,R,4,0.7001527789820309,530
15955.5196,R,4,0.8240142220863886,531
15985.5196,R,4,0.8155069311117159,532
16015.5196,W,0,0.9932859319531954,533
16045.5196,W,0,0.902544382923747,534
16075.5196,N1,1,0.4975079229270402,535
16105.5196,W,0,0.6702440232792498,536
16135.5196,R,4,0.4051355222257653,537
16165.5196,R,4,0.5266217874301273,538
16195.5196,R,4,0.6066191356103102,539
16225.5196,R,4,0.7139003834767674,540
16255.5196,R,4,0.8779996250652194,541
16285.5196,R,4,0.8987203302415022,542
16315.5196,R,4,0.9152434505111235,543
16345.5196,R,4,0.9614953845180526,544
16375.5196,R,4,0.8768582896067162,545
16405.5196,R,4,0.8930047322337978,546
16435.5196,R,4,0.9349379726499065,547
16465.5196,R,4,0.9229450434190027,548
16495.5196,R,4,0.8736567557914533,549
16525.5196,R,4,0.9466990547363363,550
16555.5196,R,4,0.8830278386684132,551
16585.5196,R,4,0.9593959024451955,552
16615.5196,R,4,0.8509095682107325,553
16645.5196,R,4,0.8587363636100642,554
16675.5196,R,4,0.9028209458478762,555
16705.5196,R,4,0.9019905644393568,556
16735.5196,R,4,0.9507881904361988,557
16765.5196,R,4,0.9515726289848188,558
16795.5196,R,4,0.8654448373625161,559
16825.5196,R,4,0.8014630755914739,560
16855.5196,R,4,0.8537817407463336,561
16885.5196,R,4,0.9085671030796523,562
16915.5196,R,4,0.9444897377032296,563
16945.5196,R,4,0.9769954595184381,564
16975.5196,R,4,0.9729395642486073,565
17005.5196,R,4,0.9780780407224161,566
17035.5196,R,4,0.9746415168734269,567
17065.5196,R,4,0.9657146433401861,568
17095.5196,R,4,0.9393324868690497,569
17125.5196,R,4,0.9718070715800037,570
17155.5196,R,4,0.9668348732054293,571
17185.5196,R,4,0.9211854881550291,572
17215.5196,R,4,0.885188110003257,573
17245.5196,R,4,0.9076565949107219,574
17275.5196,R,4,0.9458711951530665,575
17305.5196,R,4,0.9777592502651914,576
17335.5196,R,4,0.965297741266545,577
17365.5196,R,4,0.9708362345547157,578
17395.5196,R,4,0.948537258942446,579
17425.5196,R,4,0.9643346583849336,580
17455.5196,R,4,0.9609589769908291,581
17485.5196,R,4,0.983027422412679,582
17515.5196,R,4,0.9839460322178493,583
17545.5196,R,4,0.9745855028816806,584
17575.5196,R,4,0.9114127488551078,585
17605.5196,R,4,0.9857936934098873,586
17635.5196,R,4,0.9779193305293191,587
17665.5196,R,4,0.9716868180284877,588
17695.5196,R,4,0.9182161658958735,589
