TimeStamp, ax, ay, az, gx, gy, gz, mx, my, mz 
hh:mm:ss, mg/LSB, mg/LSB, mg/LSB, mdps/LSB, mdps/LSB, mdps/LSB, mgauss/LSB, mgauss/LSB, mgauss/LSB
20084380,-795,213,16900,32,-105,-98,-264,41,-206
20084880,-782,211,16864,51,-116,-97,-256,29,-199
20085380,-735,228,16871,46,-107,-87,-260,41,-201
20085880,-771,227,16870,53,-124,-105,-249,37,-205
20086380,-764,177,16888,50,-98,-99,-257,35,-204
20086880,-771,213,16903,41,-125,-103,-252,35,-190
20087380,-739,188,16848,47,-107,-96,-260,33,-187
20087880,-794,183,16848,34,-104,-87,-250,46,-201
20088380,-759,198,16846,34,-98,-104,-252,35,-194
20088880,-791,232,16871,39,-112,-101,-254,40,-191
20089380,-792,212,16829,43,-110,-99,-253,32,-196
20089880,-752,194,16888,54,-123,-103,-262,32,-196
20090380,-779,182,16851,40,-114,-100,-252,41,-191
20090880,-776,180,16918,46,-111,-88,-250,33,-192
20091380,-746,174,16849,41,-110,-95,-248,38,-196
20091880,-760,173,16828,43,-120,-92,-264,27,-220
20092380,-796,204,16884,53,-118,-98,-248,35,-210
20092880,-743,184,16877,33,-100,-108,-255,38,-199
20093380,-779,211,16859,52,-127,-96,-250,37,-195
20093880,-784,205,16829,41,-111,-86,-264,30,-214
20094380,-811,188,16875,46,-126,-100,-250,37,-209
20094880,-774,219,16863,43,-108,-102,-247,36,-196
20095380,-785,176,16846,38,-129,-93,-258,40,-191
20095880,-749,232,16858,32,-117,-86,-255,34,-182
20096380,-768,214,16845,51,-113,-105,-255,43,-194
20096880,-748,231,16873,51,-130,-102,-247,36,-195
20097380,-787,204,16874,54,-117,-110,-250,37,-187
20097880,-742,241,16814,50,-118,-97,-254,33,-197
20098380,-739,209,16877,44,-119,-93,-246,40,-190
20098880,-747,160,16866,47,-111,-101,-245,32,-197
20099380,-763,184,16849,36,-114,-103,-255,26,-200
20099880,-776,187,16821,50,-116,-102,-243,37,-196
20100380,-772,201,16846,46,-116,-92,-257,40,-196
20100880,-764,234,16854,53,-114,-104,-243,32,-201
20105380,-772,207,16802,43,-113,-107,-250,37,-195
20105880,-769,211,16836,47,-115,-109,-241,31,-184
20106380,-723,192,16846,47,-110,-100,-251,28,-191
20106880,-766,223,16876,44,-115,-103,-245,33,-197
20107380,-752,197,16827,37,-116,-97,-253,31,-208
20107880,-758,199,16866,30,-112,-94,-250,31,-209
20108380,-785,221,16854,45,-115,-94,-257,32,-201
20108880,-770,253,16861,40,-121,-94,-254,32,-194
20109380,-796,201,16849,37,-105,-100,-251,37,-203
20109880,-759,192,16860,37,-112,-95,-246,41,-195
20110380,-760,205,16872,43,-102,-96,-245,34,-196
20110880,-751,162,16856,44,-107,-100,-246,35,-206
20111380,-761,219,16862,43,-112,-100,-247,35,-195
20111880,-738,224,16792,44,-118,-94,-246,36,-194
20112380,-778,225,16861,47,-125,-101,-256,35,-195
20112880,-779,209,16866,33,-106,-100,-249,37,-191
20117380,-785,199,16880,47,-126,-93,-249,37,-185
20117880,-761,211,16885,47,-112,-84,-247,36,-190
20118380,-753,199,16821,45,-112,-102,-245,43,-191
20122880,-750,215,16830,44,-119,-95,-249,37,-195
20123380,-763,238,16869,49,-109,-101,-257,34,-199
20123880,-782,222,16867,47,-124,-107,-242,34,-200
20124380,-792,292,16990,59,-92,-85,-251,34,-195
20128880,-775,211,16890,35,-108,-101,-253,35,-197
20129380,-763,223,16863,48,-117,-95,-255,35,-200
20129880,-787,220,16881,35,-97,-98,-245,39,-195
20130380,-729,204,16865,32,-108,-104,-243,40,-197
20130880,-762,181,16874,43,-107,-99,-244,35,-188
20129880,-787,220,16881,35,-97,-98,-245,39,-195
20140380,-774,210,16886,50,-120,-96,-253,48,-194
20141380,-754,214,16891,35,-118,-107,-250,44,-186
20141880,-757,178,16876,48,-118,-90,-248,35,-188
20143380,-791,209,16898,44,-106,-96,-248,32,-189
20145880,-806,211,16911,53,-128,-102,-251,43,-185
20146380,-762,204,16870,36,-115,-97,-247,45,-194
20147380,-778,173,16851,44,-111,-103,-246,37,-186
20147880,-806,221,16883,48,-115,-98,-250,33,-195
20148380,-789,219,16873,38,-114,-99,-259,36,-200
20149880,-721,170,16888,40,-115,-93,-245,35,-191
20150380,-717,169,16889,36,-109,-91,-248,36,-190
20146880,-739,157,16875,36,-118,-94,-251,37,-198
20148380,-789,219,16873,38,-114,-99,-259,36,-200
20148880,-795,212,16879,38,-110,-100,-247,42,-189
20152380,-734,192,16875,36,-113,-106,-264,30,-203
20153380,-771,186,16893,37,-117,-96,-247,44,-199
20153880,-776,210,16859,43,-111,-92,-245,38,-199
20154380,-831,196,16853,49,-107,-96,-242,29,-189
20154880,-746,193,16892,41,-108,-91,-251,35,-194
20155880,-746,184,16836,60,-120,-96,-245,42,-197
20160380,-795,225,16883,44,-123,-101,-245,33,-182
20157880,-747,236,16847,32,-106,-84,-252,43,-195
20162380,-775,197,16837,37,-111,-101,-245,36,-195
20162880,-792,179,16878,43,-113,-109,-243,42,-186
20163380,-733,196,16845,41,-122,-103,-249,32,-192
20164380,-767,212,16830,51,-125,-103,-239,33,-190
20164880,-801,209,16850,50,-127,-102,-248,31,-188
20165380,-787,230,16799,33,-110,-103,-253,39,-191
20167380,-792,225,16843,46,-109,-103,-255,35,-195
20163880,-747,215,16851,34,-113,-100,-248,33,-186
20164380,-767,212,16830,51,-125,-103,-239,33,-190
20164880,-801,209,16850,50,-127,-102,-248,31,-188
20165380,-787,230,16799,33,-110,-103,-253,39,-191
20166380,-716,212,16876,35,-111,-108,-246,34,-200
20168880,-755,192,16886,31,-114,-95,-250,35,-194
20169380,-758,213,16840,45,-116,-98,-251,38,-206
20167380,-792,225,16843,46,-109,-103,-255,35,-195
20168380,-793,224,16883,44,-113,-92,-248,34,-195
20168880,-755,192,16886,31,-114,-95,-250,35,-194
20169880,-738,205,16887,34,-101,-100,-249,31,-212
20170380,-775,186,16874,49,-122,-98,-252,28,-202
20171880,-807,204,16815,43,-114,-90,-251,40,-185
20172380,-733,208,16881,52,-120,-103,-244,35,-180
20172880,-753,231,16861,41,-120,-100,-237,28,-189
20177380,-779,230,16848,47,-127,-88,-248,38,-183
20181880,-754,197,16833,35,-112,-90,-258,31,-205
20182380,-746,228,16732,43,-122,-97,-253,36,-203
20182880,-866,260,16968,16,-122,-132,-252,44,-202
