TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz
163682.0234,232.227,963.983,36.905,1513.75,-3526.25,630.0,-579.12,867.92,294.88
163682.0735,234.301,965.935,38.979,1540.0,-3508.75,691.25,-565.44,860.32,281.2
163682.1236,233.325,972.401,38.979,1610.0,-2502.5,971.25,-562.4,864.88,285.76
163682.1737,233.447,969.29,42.578,1478.75,-3473.75,131.25,-562.4,869.44,291.84
163682.2238,232.227,963.739,40.382,2292.5,-2695.0,472.5,-565.44,861.84,281.2
163682.2739,234.606,965.02,41.48,1758.75,-3027.5,393.75,-565.44,867.92,285.76
163682.324,230.885,970.937,45.384,813.75,-3412.5,192.5,-562.4,866.4,296.4
163682.3741,233.081,966.911,40.26,1741.25,-4121.25,857.5,-568.48,875.52,293.36
163682.4242,231.495,969.473,41.236,2301.25,-3430.0,87.5,-554.8,869.44,284.24
163682.4744,231.861,969.717,38.491,1662.5,-2493.75,673.75,-548.72,858.8,291.84
163682.5245,232.349,964.105,38.735,1697.5,-3045.0,918.75,-553.28,874.0,288.8
163682.5746,234.972,969.778,38.125,1776.25,-2371.25,350.0,-548.72,869.44,294.88
163682.6247,232.044,967.704,38.003,1295.0,-3062.5,437.5,-570.0,864.88,287.28
163682.6748,231.434,963.983,39.894,2047.5,-3062.5,612.5,-562.4,875.52,291.84
163682.7249,233.447,965.386,42.456,1303.75,-3893.75,988.75,-560.88,861.84,300.96
163682.775,229.177,964.288,43.493,2021.25,-3202.5,402.5,-553.28,875.52,294.88
163682.8251,232.227,968.253,40.626,2117.5,-3141.25,472.5,-560.88,861.84,282.72
163682.8752,229.238,966.301,38.735,1741.25,-3622.5,840.0,-571.52,869.44,284.24
163682.9253,232.593,970.083,36.539,1452.5,-3561.25,533.75,-559.36,869.44,290.32
163682.9754,233.325,966.179,35.319,1006.25,-3465.0,542.5,-553.28,869.44,291.84
163683.0255,234.606,967.338,41.663,1548.75,-3158.75,971.25,-560.88,875.52,294.88
163683.0756,236.375,967.46,40.748,2047.5,-2231.25,568.75,-559.36,875.52,282.72
163683.1257,230.519,972.523,44.835,1050.0,-2441.25,481.25,-566.96,883.12,284.24
163683.1758,236.192,959.957,41.907,1470.0,-3412.5,682.5,-556.32,855.76,288.8
163683.226,238.693,965.935,44.957,1610.0,-3106.25,253.75,-551.76,874.0,310.08
163683.2761,230.031,968.985,49.654,1400.0,-2065.0,-595.0,-568.48,863.36,279.68
163683.3262,225.273,967.582,38.003,3430.0,-3911.25,-551.25,-559.36,878.56,296.4
163683.3763,227.896,966.301,31.354,2038.75,-4628.75,848.75,-562.4,866.4,287.28
163683.4264,231.373,973.438,39.833,-175.0,-4138.75,1505.0,-556.32,866.4,294.88
163683.4765,225.273,964.227,48.983,-105.0,-2362.5,1303.75,-559.36,861.84,290.32
163683.5266,238.205,962.763,41.907,3666.25,-1417.5,-227.5,-559.36,870.96,279.68
163683.5767,227.286,973.926,43.493,2301.25,-3036.25,-175.0,-554.8,858.8,300.96
163683.6268,227.957,969.412,46.543,822.5,-4768.75,1303.75,-562.4,870.96,290.32
163683.6769,239.486,959.286,41.846,1986.25,-4305.0,778.75,-570.0,861.84,282.72
163683.727,235.155,969.229,40.26,2196.25,-1487.5,-96.25,-557.84,867.92,290.32
163683.7771,224.968,969.778,47.092,1750.0,-3456.25,901.25,-562.4,878.56,285.76
163683.8272,236.924,968.802,39.284,2047.5,-3561.25,1251.25,-562.4,874.0,284.24
163683.8773,231.861,965.569,36.844,2196.25,-2143.75,341.25,-566.96,864.88,287.28
163683.9274,226.859,971.486,42.761,1207.5,-4322.5,638.75,-557.84,877.04,284.24
163683.9775,233.508,967.277,45.689,1190.0,-4060.0,770.0,-562.4,864.88,290.32
163684.0277,234.789,969.046,43.249,1365.0,-3010.0,463.75,-571.52,864.88,282.72
163684.0778,228.933,971.181,43.798,1548.75,-2222.5,603.75,-568.48,863.36,278.16
163684.1279,229.238,971.547,46.787,385.0,-4173.75,840.0,-559.36,852.72,284.24
163684.178,234.057,964.593,49.227,1303.75,-3150.0,901.25,-562.4,869.44,281.2
163684.2281,229.177,963.617,49.471,2738.75,-2275.0,761.25,-563.92,877.04,281.2
163684.2782,226.127,976.488,48.129,1732.5,-2467.5,787.5,-557.84,857.28,296.4
163684.3283,227.408,966.301,46.543,1627.5,-5031.25,1618.75,-556.32,860.32,288.8
163684.3785,232.715,966.972,40.077,2887.5,-2922.5,717.5,-565.44,863.36,293.36
163684.4285,236.192,967.643,41.114,2345.0,-1548.75,393.75,-556.32,864.88,288.8
163684.4786,224.053,962.702,47.031,2161.25,-3675.0,0.0,-559.36,875.52,287.28
163684.5287,241.804,968.802,44.286,1793.75,-6623.75,-463.75,-547.2,857.28,284.24
163684.5788,230.763,963.373,42.944,1496.25,-4777.5,96.25,-554.8,854.24,285.76
163684.6289,232.593,967.216,41.846,2213.75,-3762.5,-26.25,-544.16,860.32,282.72
163684.679,227.347,969.351,42.395,1986.25,-3981.25,498.75,-557.84,869.44,294.88
163684.7291,226.493,967.643,40.687,2143.75,-3167.5,385.0,-559.36,864.88,291.84
163684.7793,223.687,971.852,40.565,2345.0,-3482.5,647.5,-573.04,870.96,291.84
163684.8294,224.236,968.68,38.918,2318.75,-3307.5,1172.5,-562.4,874.0,290.32
163684.8795,228.567,965.203,36.905,1995.0,-2835.0,1347.5,-560.88,869.44,293.36
163684.9296,231.373,973.804,41.236,1461.25,-2292.5,1496.25,-541.12,886.16,310.08
163684.9797,229.909,970.327,40.809,831.25,-3211.25,971.25,-559.36,857.28,282.72
163685.0298,230.458,964.593,46.055,2791.25,-3543.75,1610.0,-566.96,872.48,297.92
