TimeStamp, ax, ay, az, gx, gy, gz, mx, my, mz 
hh:mm:ss, mg/LSB, mg/LSB, mg/LSB, mdps/LSB, mdps/LSB, mdps/LSB, mgauss/LSB, mgauss/LSB, mgauss/LSB
5980670,11.407,0.305,-1001.4979999999999,-735.0,892.5,1163.75,0.0,0.0,0.0
5981170,4.087,2.135,-1001.6809999999999,-866.25,796.25,1286.25,0.0,0.0,0.0
5981670,8.174,2.806,-1002.413,-726.25,752.5,1093.75,0.0,0.0,0.0
5982170,4.026,1.342,-997.7769999999999,-892.5,717.5,1181.25,0.0,0.0,0.0
5982670,7.93,2.135,-997.5939999999999,-735.0,656.25,1330.0,0.0,0.0,0.0
5983170,3.5989999999999998,7.869,-995.8249999999999,-910.0,717.5,1225.0,0.0,0.0,0.0
5983670,11.529,-0.305,-1003.084,-708.75,700.0,1286.25,0.0,0.0,0.0
5984170,8.357,2.074,-1009.733,-848.75,673.75,1251.25,0.0,0.0,0.0
5984670,7.1979999999999995,7.32,-1001.071,-752.5,866.25,1338.75,0.0,0.0,0.0
5985170,7.93,3.721,-1004.67,-953.75,700.0,1181.25,0.0,0.0,0.0
5985670,6.161,3.294,-1001.3149999999999,-822.5,673.75,1120.0,0.0,0.0,0.0
5986170,5.124,3.233,-1003.2669999999999,-901.25,743.75,1225.0,0.0,0.0,0.0
